hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 300.00000, 240.026, -29.9849, 0, 0, 0.23807, -41.4632, 0.23807, 138.537
0, 600.00000, 240.128, -30.0289, 0, 0, 0.237969, -41.507, 0.237969, 138.493
0, 900.00000, 240.197, -30.0046, 0, 0, 0.237901, -41.4831, 0.237901, 138.517
0, 1200.00000, 240.115, -30.0024, 0, 0, 0.237981, -41.4808, 0.237981, 138.519
0, 1500.00000, 239.973, -30.0035, 0, 0, 0.238121, -41.4818, 0.238121, 138.518
0, 1800.00000, 239.917, -29.9965, 0, 0, 0.238177, -41.4748, 0.238177, 138.525
0, 2100.00000, 239.93, -30.015, 0, 0, 0.238165, -41.4933, 0.238165, 138.507
0, 2400.00000, 239.961, -30.0171, 0, 0, 0.238135, -41.4955, 0.238135, 138.505
0, 2700.00000, 239.754, -29.9932, 0, 0, 0.238338, -41.4717, 0.238338, 138.528
0, 3000.00000, 239.893, -30.021, 0, 0, 0.238202, -41.4991, 0.238202, 138.501
0, 3300.00000, 239.913, -30.0032, 0, 0, 0.238181, -41.4816, 0.238181, 138.518
1, 0.00000, 239.982, -30.0049, 0, 0, 0.238114, -41.4833, 0.238114, 138.517
1, 300.00000, 240.009, -29.9793, 0, 0, 0.238086, -41.4577, 0.238086, 138.542
1, 600.00000, 240.006, -29.9944, 0, 0, 0.238089, -41.4727, 0.238089, 138.527
1, 900.00000, 239.928, -29.9964, 0, 0, 0.238166, -41.4747, 0.238166, 138.525
1, 1200.00000, 240.492, -29.8614, 0, 0, 0.237608, -41.3398, 0.237608, 138.66
1, 1500.00000, 239.928, -29.9963, 0, 0, 0.238161, -41.4738, 0.238161, 138.526
1, 1800.00000, 239.832, -29.9849, 0, 0, 1.10622, -41.4633, 1.10622, 138.537
1, 2100.00000, 239.805, -29.9739, 0, 0, 1.10634, -41.4523, 1.10634, 138.548
1, 2400.00000, 239.759, -29.962, 0, 0, 1.10655, -41.4404, 1.10655, 138.56
1, 2700.00000, 239.785, -29.9543, 0, 0, 1.10643, -41.4327, 1.10643, 138.567
1, 3000.00000, 239.843, -29.955, 0, 0, 0.585419, -41.4334, 0.585419, 138.567
1, 3300.00000, 239.847, -29.948, 0, 0, 0.238247, -41.4263, 0.238247, 138.574
2, 0.00000, 239.793, -29.9596, 0, 0, 0.2383, -41.4379, 0.2383, 138.562
2, 300.00000, 239.78, -29.9978, 0, 0, 0.238313, -41.476, 0.238313, 138.524
2, 600.00000, 239.873, -29.9965, 0, 0, 0.238222, -41.4748, 0.238222, 138.525
2, 900.00000, 239.851, -29.9912, 0, 0, 0.238243, -41.4696, 0.238243, 138.53
2, 1200.00000, 239.8, -29.9938, 0, 0, 0.238293, -41.4721, 0.238293, 138.528
2, 1500.00000, 239.84, -29.995, 0, 0, 0.238254, -41.4733, 0.238254, 138.527
2, 1800.00000, 239.899, -30.0296, 0, 0, 0.238196, -41.5077, 0.238196, 138.492
2, 2100.00000, 239.756, -29.9946, 0, 0, 0.585627, -41.473, 0.585627, 138.527
2, 2400.00000, 239.791, -29.9936, 0, 0, 1.10641, -41.4719, 1.10641, 138.528
2, 2700.00000, 239.89, -29.9831, 0, 0, 1.10595, -41.4615, 1.10595, 138.539
2, 3000.00000, 239.766, -29.9799, 0, 0, 1.10652, -41.4583, 1.10652, 138.542
2, 3300.00000, 239.666, -29.9719, 0, 0, 1.10698, -41.4502, 1.10698, 138.55
