hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 300.00000, 240.072, -29.9853, 0, 0, 0.221022, -41.4636, 0.221022, 138.536
0, 600.00000, 240.16, -30.0094, 0, 0, 0.220942, -41.4875, 0.220942, 138.512
0, 900.00000, 240.23, -29.9874, 0, 0, 0.220877, -41.4659, 0.220877, 138.534
0, 1200.00000, 240.148, -29.9916, 0, 0, 0.220952, -41.4699, 0.220952, 138.53
0, 1500.00000, 240.023, -29.9983, 0, 0, 0.221066, -41.4766, 0.221066, 138.523
0, 1800.00000, 239.991, -29.9918, 0, 0, 0.221097, -41.4702, 0.221097, 138.53
0, 2100.00000, 239.985, -30.0068, 0, 0, 0.221102, -41.485, 0.221102, 138.515
0, 2400.00000, 240.025, -30.0017, 0, 0, 0.221066, -41.4801, 0.221066, 138.52
0, 2700.00000, 239.832, -29.9934, 0, 0, 0.221243, -41.4718, 0.221243, 138.528
0, 3000.00000, 239.93, -30.013, 0, 0, 0.221154, -41.4912, 0.221154, 138.509
0, 3300.00000, 239.963, -29.9997, 0, 0, 0.221122, -41.4781, 0.221122, 138.522
1, 0.00000, 240.024, -30.001, 0, 0, 0.221066, -41.4793, 0.221066, 138.521
1, 300.00000, 240.055, -29.9834, 0, 0, 0.221038, -41.4619, 0.221038, 138.538
1, 600.00000, 240.067, -29.9952, 0, 0, 0.221027, -41.4735, 0.221027, 138.526
1, 900.00000, 240.012, -29.9968, 0, 0, 0.221077, -41.4751, 0.221077, 138.525
1, 1200.00000, 240.419, -29.9015, 0, 0, 0.220704, -41.3799, 0.220704, 138.62
1, 1500.00000, 240.005, -29.995, 0, 0, 0.22108, -41.4726, 0.22108, 138.527
1, 1800.00000, 239.943, -29.986, 0, 0, 0.22114, -41.4643, 0.22114, 138.536
1, 2100.00000, 239.918, -29.9784, 0, 0, 0.221164, -41.4567, 0.221164, 138.543
1, 2400.00000, 239.884, -29.9689, 0, 0, 0.221196, -41.4473, 0.221196, 138.553
1, 2700.00000, 239.9, -29.9615, 0, 0, 0.221181, -41.4399, 0.221181, 138.56
1, 3000.00000, 239.92, -29.9632, 0, 0, 0.221163, -41.4415, 0.221163, 138.558
1, 3300.00000, 239.921, -29.9585, 0, 0, 0.221161, -41.4369, 0.221161, 138.563
2, 0.00000, 239.883, -29.969, 0, 0, 0.221196, -41.4472, 0.221196, 138.553
2, 300.00000, 239.882, -29.9965, 0, 0, 0.221196, -41.4747, 0.221196, 138.525
2, 600.00000, 239.964, -29.9952, 0, 0, 0.221122, -41.4736, 0.221122, 138.526
2, 900.00000, 239.945, -29.9919, 0, 0, 0.221139, -41.4702, 0.221139, 138.53
2, 1200.00000, 239.912, -29.9937, 0, 0, 0.221169, -41.472, 0.221169, 138.528
2, 1500.00000, 239.944, -29.9952, 0, 0, 0.22114, -41.4735, 0.22114, 138.527
2, 1800.00000, 239.977, -30.02, 0, 0, 0.22111, -41.4981, 0.22111, 138.502
2, 2100.00000, 239.87, -29.9941, 0, 0, 0.221208, -41.4725, 0.221208, 138.527
2, 2400.00000, 239.904, -29.9941, 0, 0, 0.221177, -41.4724, 0.221177, 138.528
2, 2700.00000, 239.979, -29.9859, 0, 0, 0.221108, -41.4643, 0.221108, 138.536
2, 3000.00000, 239.891, -29.983, 0, 0, 0.221189, -41.4614, 0.221189, 138.539
2, 3300.00000, 239.821, -29.9771, 0, 0, 0.221253, -41.4555, 0.221253, 138.545
3, 0.00000, 239.795, -29.9753, 0, 0, 0.221278, -41.4536, 0.221278, 138.546
3, 300.00000, 239.741, -29.9914, 0, 0, 0.221327, -41.4697, 0.221327, 138.53
3, 600.00000, 239.731, -29.9932, 0, 0, 0.221336, -41.4715, 0.221336, 138.528
3, 900.00000, 239.868, -29.9948, 0, 0, 0.221211, -41.4732, 0.221211, 138.527
3, 1200.00000, 239.977, -30.0022, 0, 0, 0.22111, -41.4805, 0.22111, 138.519
3, 1500.00000, 239.98, -29.9969, 0, 0, 0.221107, -41.4752, 0.221107, 138.525
3, 1800.00000, 239.864, -30.0012, 0, 0, 0.221213, -41.4796, 0.221213, 138.52
3, 2100.00000, 239.807, -30.0122, 0, 0, 0.221266, -41.4905, 0.221266, 138.51
3, 2400.00000, 239.824, -30.003, 0, 0, 0.221251, -41.4813, 0.221251, 138.519
3, 2700.00000, 239.857, -30.0006, 0, 0, 0.221221, -41.479, 0.221221, 138.521
3, 3000.00000, 239.926, -30.0002, 0, 0, 0.221157, -41.4785, 0.221157, 138.521
3, 3300.00000, 239.963, -29.9981, 0, 0, 0.221123, -41.4764, 0.221123, 138.524
4, 0.00000, 239.962, -29.9981, 0, 0, 0.221123, -41.4764, 0.221123, 138.524
4, 300.00000, 239.798, -30.003, 0, 0, 0.221273, -41.4814, 0.221273, 138.519
4, 600.00000, 239.781, -29.9958, 0, 0, 0.22129, -41.4742, 0.22129, 138.526
4, 900.00000, 239.808, -29.994, 0, 0, 0.221265, -41.4723, 0.221265, 138.528
4, 1200.00000, 239.823, -29.9865, 0, 0, 0.221252, -41.4649, 0.221252, 138.535
4, 1500.00000, 239.981, -29.9898, 0, 0, 0.221107, -41.4681, 0.221107, 138.532
4, 1800.00000, 240.004, -29.9857, 0, 0, 0.221085, -41.4641, 0.221085, 138.536
4, 2100.00000, 239.961, -29.9822, 0, 0, 0.221124, -41.4605, 0.221124, 138.539
4, 2400.00000, 240.039, -29.9784, 0, 0, 0.221053, -41.4568, 0.221053, 138.543
4, 2700.00000, 240.081, -29.9777, 0, 0, 0.221014, -41.456, 0.221014, 138.544
4, 3000.00000, 240.054, -29.9833, 0, 0, 0.221038, -41.4616, 0.221038, 138.538
4, 3300.00000, 240.139, -29.9868, 0, 0, 0.22096, -41.4651, 0.22096, 138.535
5, 0.00000, 240.188, -29.9775, 0, 0, 0.220916, -41.4558, 0.220916, 138.544
5, 300.00000, 240.155, -29.9825, 0, 0, 0.220945, -41.4608, 0.220945, 138.539
5, 600.00000, 240.24, -29.9793, 0, 0, 0.220868, -41.4576, 0.220868, 138.542
5, 900.00000, 240.284, -29.9765, 0, 0, 0.220827, -41.4548, 0.220827, 138.545
5, 1200.00000, 240.315, -29.9829, 0, 0, 0.220798, -41.4612, 0.220798, 138.539
5, 1500.00000, 240.379, -29.9843, 0, 0, 0.22074, -41.4626, 0.22074, 138.537
5, 1800.00000, 240.472, -29.975, 0, 0, 0.220655, -41.4533, 0.220655, 138.547
5, 2100.00000, 240.762, -29.964, 0, 0, 0.220388, -41.4423, 0.220388, 138.558
5, 2400.00000, 240.795, -29.9542, 0, 0, 0.220358, -41.4326, 0.220358, 138.567
5, 2700.00000, 240.474, -29.9584, 0, 0, 0.220653, -41.4368, 0.220653, 138.563
5, 3000.00000, 240.655, -29.9795, 0, 0, 0.220487, -41.4575, 0.220487, 138.542
5, 3300.00000, 240.564, -29.9406, 0, 0, 0.22057, -41.4191, 0.22057, 138.581
6, 0.00000, 240.064, -29.9386, 0, 0, 0.221027, -41.4173, 0.221027, 138.583
6, 300.00000, 240.448, -29.9368, 0, 0, 0.220676, -41.4151, 0.220676, 138.585
6, 600.00000, 240.303, -29.9004, 0, 0, 0.220808, -41.3788, 0.220808, 138.621
6, 900.00000, 241.502, -29.8618, 0, 0, 0.523933, -41.3401, 0.523933, 138.66
6, 1200.00000, 241.645, -29.9002, 0, 0, 1.31749, -41.3777, 1.31749, 138.622
6, 1500.00000, 241.944, -29.9162, 0, 0, 2.49673, -41.3939, 2.49673, 138.606
6, 1800.00000, 242.134, -29.9696, 0, 0, 3.01316, -41.4471, 3.01316, 138.553
6, 2100.00000, 241.006, -29.9928, 0, 0, 8.02691, -41.4717, 8.02691, 138.528
6, 2400.00000, 240.841, -29.9989, 0, 0, 2.826, -41.478, 2.826, 138.522
6, 2700.00000, 241.052, -29.9634, 0, 0, 2.9886, -41.4425, 2.9886, 138.558
6, 3000.00000, 240.32, -29.8945, 0, 0, 2.89155, -41.3736, 2.89155, 138.626
6, 3300.00000, 239.709, -29.9314, 0, 0, 2.54132, -41.4102, 2.54132, 138.59
7, 0.00000, 241.012, -29.8729, 0, 0, 2.64606, -41.3498, 2.64606, 138.65
7, 300.00000, 241.605, -29.8512, 0, 0, 2.70718, -41.3291, 2.70718, 138.671
7, 600.00000, 240.68, -29.8218, 0, 0, 4.45423, -41.3013, 4.45423, 138.699
7, 900.00000, 241.447, -29.8373, 0, 0, 6.17113, -41.3156, 6.17113, 138.684
7, 1200.00000, 242.54, -29.741, 0, 0, 2.6968, -41.2194, 2.6968, 138.781
7, 1500.00000, 242.894, -29.8709, 0, 0, 2.54162, -41.3491, 2.54162, 138.651
7, 1800.00000, 243.276, -29.8861, 0, 0, 2.31114, -41.3644, 2.31114, 138.636
7, 2100.00000, 243.944, -29.882, 0, 0, 2.05384, -41.3603, 2.05384, 138.64
7, 2400.00000, 243.979, -29.9942, 0, 0, 1.68549, -41.4723, 1.68549, 138.528
7, 2700.00000, 242.329, -29.9359, 0, 0, 2.24437, -41.4144, 2.24437, 138.586
7, 3000.00000, 237.964, -29.8773, 0, 0, 2.28553, -41.3557, 2.28553, 138.644
7, 3300.00000, 241.502, -29.6996, 0, 0, 2.18615, -41.1779, 2.18615, 138.822
8, 0.00000, 243.619, -29.7498, 0, 0, 2.06916, -41.228, 2.06916, 138.772
8, 300.00000, 244.165, -29.9009, 0, 0, 2.06452, -41.379, 2.06452, 138.621
8, 600.00000, 244.405, -29.7643, 0, 0, 2.10591, -41.2428, 2.10591, 138.757
8, 900.00000, 243.094, -29.7167, 0, 0, 2.12817, -41.1952, 2.12817, 138.805
8, 1200.00000, 240.952, -29.714, 0, 0, 2.14708, -41.1925, 2.14708, 138.808
8, 1500.00000, 242.057, -29.8024, 0, 0, 2.1373, -41.2807, 2.1373, 138.719
8, 1800.00000, 243.367, -29.723, 0, 0, 2.12579, -41.2013, 2.12579, 138.799
8, 2100.00000, 240.917, -29.9417, 0, 0, 2.14741, -41.42, 2.14741, 138.58
8, 2400.00000, 239.401, -29.9958, 0, 0, 2.16101, -41.4741, 2.16101, 138.526
8, 2700.00000, 242.587, -29.8016, 0, 0, 2.13263, -41.28, 2.13263, 138.72
8, 3000.00000, 244.411, -29.6655, 0, 0, 2.11672, -41.1439, 2.11672, 138.856
8, 3300.00000, 245.598, -29.7317, 0, 0, 0.216051, -41.2097, 0.216051, 138.79
9, 0.00000, 245.682, -29.8319, 0, 0, 0.215975, -41.3101, 0.215975, 138.69
9, 300.00000, 245.488, -29.7448, 0, 0, 0.216146, -41.2232, 0.216146, 138.777
9, 600.00000, 244.531, -29.7023, 0, 0, 0.21699, -41.1809, 0.21699, 138.819
9, 900.00000, 245.391, -29.7175, 0, 0, 0.216233, -41.1957, 0.216233, 138.804
9, 1200.00000, 245.907, -29.6467, 0, 0, 0.215779, -41.1253, 0.215779, 138.875
9, 1500.00000, 245.3, -29.7631, 0, 0, 0.21631, -41.2411, 0.21631, 138.759
9, 1800.00000, 245.672, -29.7814, 0, 0, 0.215986, -41.2596, 0.215986, 138.74
9, 2100.00000, 244.771, -29.6086, 0, 0, 0.216777, -41.0875, 0.216777, 138.912
9, 2400.00000, 244.401, -29.6768, 0, 0, 0.217107, -41.155, 0.217107, 138.845
9, 2700.00000, 244.427, -29.6491, 0, 0, 0.217084, -41.1275, 0.217084, 138.873
9, 3000.00000, 244.541, -29.7242, 0, 0, 0.216983, -41.2023, 0.216983, 138.798
9, 3300.00000, 246.003, -29.6941, 0, 0, 0.215696, -41.1723, 0.215696, 138.828
10, 0.00000, 243.048, -29.839, 0, 0, 0.218315, -41.3174, 0.218315, 138.683
10, 300.00000, 243.996, -29.8018, 0, 0, 0.217467, -41.2801, 0.217467, 138.72
10, 600.00000, 246.265, -29.7331, 0, 0, 0.215467, -41.2111, 0.215467, 138.789
10, 900.00000, 245.367, -29.7796, 0, 0, 0.216252, -41.258, 0.216252, 138.742
10, 1200.00000, 243.799, -30.0182, 0, 0, 0.217643, -41.4963, 0.217643, 138.504
10, 1500.00000, 242.624, -30.0878, 0, 0, 0.218697, -41.5661, 0.218697, 138.434
10, 1800.00000, 246.816, -29.8616, 0, 0, 0.214983, -41.34, 0.214983, 138.66
10, 2100.00000, 246.553, -29.8421, 0, 0, 0.215213, -41.3206, 0.215213, 138.679
10, 2400.00000, 243.99, -29.8584, 0, 0, 0.217471, -41.3369, 0.217471, 138.663
10, 2700.00000, 247.404, -29.6795, 0, 0, 0.21448, -41.1578, 0.21448, 138.842
10, 3000.00000, 246.586, -29.7359, 0, 0, 0.215182, -41.2142, 0.215182, 138.786
10, 3300.00000, 246.123, -29.7602, 0, 0, 0.215588, -41.2385, 0.215588, 138.761
11, 0.00000, 247.404, -29.6996, 0, 0, 0.214474, -41.1779, 0.214474, 138.822
11, 300.00000, 244.697, -29.7989, 0, 0, 0.863201, -41.2773, 0.863201, 138.723
11, 600.00000, 240.402, -29.908, 0, 0, 0.878629, -41.3864, 0.878629, 138.614
11, 900.00000, 239.621, -29.9167, 0, 0, 0.881474, -41.3956, 0.881474, 138.604
11, 1200.00000, 244.825, -29.7524, 0, 0, 0.81943, -41.2303, 0.81943, 138.77
11, 1500.00000, 246.657, -29.7236, 0, 0, 0.802578, -41.2016, 0.802578, 138.798
11, 1800.00000, 247.512, -29.7053, 0, 0, 0.799808, -41.1836, 0.799808, 138.816
11, 2100.00000, 247.657, -29.7191, 0, 0, 0.799327, -41.1973, 0.799327, 138.803
11, 2400.00000, 247.615, -29.6853, 0, 0, 0.824204, -41.1638, 0.824204, 138.836
11, 2700.00000, 246.944, -29.7175, 0, 0, 0.863613, -41.1959, 0.863613, 138.804
11, 3000.00000, 241.452, -29.9228, 0, 0, 0.883261, -41.4012, 0.883261, 138.599
11, 3300.00000, 242.861, -29.8855, 0, 0, 0.878138, -41.3638, 0.878138, 138.636
12, 0.00000, 243.858, -29.7435, 0, 0, 0.874549, -41.2219, 0.874549, 138.778
12, 300.00000, 242.049, -29.8594, 0, 0, 0.881082, -41.3378, 0.881082, 138.662
12, 600.00000, 244.395, -29.7643, 0, 0, 0.872632, -41.2425, 0.872632, 138.757
12, 900.00000, 245.711, -29.7004, 0, 0, 1.06481, -41.1787, 1.06481, 138.821
12, 1200.00000, 242.325, -29.8594, 0, 0, 1.0443, -41.3378, 1.0443, 138.662
12, 1500.00000, 242.436, -29.76, 0, 0, 1.04382, -41.2387, 1.04382, 138.761
12, 1800.00000, 241.313, -29.7993, 0, 0, 1.0487, -41.2788, 1.0487, 138.721
12, 2100.00000, 242.397, -29.7343, 0, 0, 1.044, -41.2126, 1.044, 138.787
12, 2400.00000, 243.347, -29.7446, 0, 0, 1.03992, -41.2228, 1.03992, 138.777
12, 2700.00000, 247.085, -29.6518, 0, 0, 1.02423, -41.1298, 1.02423, 138.87
12, 3000.00000, 246.343, -29.7316, 0, 0, 1.02727, -41.2099, 1.02727, 138.79
12, 3300.00000, 241.456, -29.8836, 0, 0, 1.0413, -41.3621, 1.0413, 138.638
13, 0.00000, 240.788, -29.9066, 0, 0, 1.0425, -41.3852, 1.0425, 138.615
13, 300.00000, 244.002, -29.7891, 0, 0, 0.217465, -41.2674, 0.217465, 138.733
13, 600.00000, 248.316, -29.6443, 0, 0, 0.213684, -41.1226, 0.213684, 138.877
13, 900.00000, 247.639, -29.6705, 0, 0, 0.214266, -41.1488, 0.214266, 138.851
13, 1200.00000, 247.152, -29.7439, 0, 0, 0.214689, -41.222, 0.214689, 138.778
13, 1500.00000, 247.1, -29.7504, 0, 0, 0.214735, -41.2287, 0.214735, 138.771
13, 1800.00000, 246.925, -29.7805, 0, 0, 0.214894, -41.2583, 0.214894, 138.742
13, 2100.00000, 248.16, -29.8363, 0, 0, 0.213824, -41.3142, 0.213824, 138.686
13, 2400.00000, 247.845, -29.7446, 0, 0, 0.214089, -41.2234, 0.214089, 138.777
13, 2700.00000, 247.421, -29.748, 0, 0, 0.214457, -41.2265, 0.214457, 138.774
