hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 300.00000, 240.05, 89.9788, 0, 0, 0.204039, 78.5005, 0.204039, -101.5
0, 600.00000, 239.465, 89.9658, 0, 0, 0.204535, 78.4874, 0.204535, -101.513
0, 900.00000, 239.576, 89.9417, 0, 0, 0.204443, 78.4635, 0.204443, -101.537
0, 1200.00000, 239.652, 89.9438, 0, 0, 0.204379, 78.4655, 0.204379, -101.535
0, 1500.00000, 239.774, 89.9677, 0, 0, 0.204274, 78.4893, 0.204274, -101.511
0, 1800.00000, 239.818, 89.9684, 0, 0, 0.204237, 78.49, 0.204237, -101.51
0, 2100.00000, 239.619, 89.9712, 0, 0, 0.204405, 78.4928, 0.204405, -101.507
0, 2400.00000, 239.45, 89.965, 0, 0, 0.204549, 78.4867, 0.204549, -101.513
0, 2700.00000, 239.906, 89.99, 0, 0, 0.204164, 78.5116, 0.204164, -101.488
0, 3000.00000, 239.545, 89.9754, 0, 0, 0.204467, 78.4971, 0.204467, -101.503
0, 3300.00000, 239.715, 89.9695, 0, 0, 0.204325, 78.4912, 0.204325, -101.509
1, 0.00000, 239.633, 89.9574, 0, 0, 0.204394, 78.4791, 0.204394, -101.521
1, 300.00000, 239.861, 89.9439, 0, 0, 0.2042, 78.4656, 0.2042, -101.534
1, 600.00000, 239.749, 89.9585, 0, 0, 0.204295, 78.4801, 0.204295, -101.52
1, 900.00000, 239.738, 89.9631, 0, 0, 0.204305, 78.4848, 0.204305, -101.515
1, 1200.00000, 239.995, 89.7751, 0, 0, 0.204086, 78.2968, 0.204086, -101.703
1, 1500.00000, 239.778, 89.9698, 0, 0, 0.204268, 78.4901, 0.204268, -101.51
1, 1800.00000, 239.884, 89.97, 0, 0, 0.204181, 78.4917, 0.204181, -101.508
1, 2100.00000, 239.992, 89.9745, 0, 0, 0.337598, 78.4962, 0.337598, -101.504
1, 2400.00000, 240.014, 89.9653, 0, 0, 0.87155, 78.487, 0.87155, -101.513
1, 2700.00000, 240.01, 89.9489, 0, 0, 0.871564, 78.4706, 0.871564, -101.529
1, 3000.00000, 239.957, 89.9376, 0, 0, 0.871753, 78.4594, 0.871753, -101.541
1, 3300.00000, 240.096, 89.9375, 0, 0, 0.737801, 78.4592, 0.737801, -101.541
2, 0.00000, 240.181, 89.9614, 0, 0, 0.203928, 78.4829, 0.203928, -101.517
2, 300.00000, 240.002, 90.0003, 0, 0, 0.20408, 78.5217, 0.20408, -101.478
2, 600.00000, 239.951, 89.9853, 0, 0, 0.204123, 78.507, 0.204123, -101.493
2, 900.00000, 240.003, 89.9833, 0, 0, 0.204079, 78.505, 0.204079, -101.495
2, 1200.00000, 239.958, 89.9825, 0, 0, 0.204117, 78.5041, 0.204117, -101.496
2, 1500.00000, 239.916, 89.9754, 0, 0, 0.204153, 78.4971, 0.204153, -101.503
2, 1800.00000, 238.915, 89.9938, 0, 0, 5.70422, 78.5154, 5.70422, -101.485
