hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 300.00000, 240.018, 89.9753, 0, 0, 0.191312, 78.4969, 0.191312, -101.503
0, 600.00000, 239.428, 89.9633, 0, 0, 0.191781, 78.485, 0.191781, -101.515
0, 900.00000, 239.528, 89.9418, 0, 0, 0.191704, 78.4636, 0.191704, -101.536
0, 1200.00000, 239.59, 89.9493, 0, 0, 0.191654, 78.471, 0.191654, -101.529
0, 1500.00000, 239.704, 89.9682, 0, 0, 0.191563, 78.4898, 0.191563, -101.51
0, 1800.00000, 239.743, 89.9673, 0, 0, 0.191532, 78.489, 0.191532, -101.511
0, 2100.00000, 239.525, 89.9686, 0, 0, 0.191705, 78.4902, 0.191705, -101.51
0, 2400.00000, 239.337, 89.954, 0, 0, 0.191856, 78.4757, 0.191856, -101.524
0, 2700.00000, 239.843, 89.9765, 0, 0, 0.191453, 78.4981, 0.191453, -101.502
0, 3000.00000, 239.446, 89.9683, 0, 0, 0.191766, 78.49, 0.191766, -101.51
0, 3300.00000, 239.629, 89.964, 0, 0, 0.191623, 78.4857, 0.191623, -101.514
1, 0.00000, 239.565, 89.9553, 0, 0, 0.191674, 78.477, 0.191674, -101.523
1, 300.00000, 239.819, 89.9467, 0, 0, 0.191472, 78.4684, 0.191472, -101.532
1, 600.00000, 239.708, 89.957, 0, 0, 0.191559, 78.4786, 0.191559, -101.521
1, 900.00000, 239.687, 89.9627, 0, 0, 0.191577, 78.4844, 0.191577, -101.516
1, 1200.00000, 239.965, 89.7571, 0, 0, 0.191355, 78.2789, 0.191355, -101.721
1, 1500.00000, 239.696, 89.964, 0, 0, 0.191567, 78.4844, 0.191567, -101.516
1, 1800.00000, 239.809, 89.9658, 0, 0, 0.191479, 78.4874, 0.191479, -101.513
1, 2100.00000, 239.928, 89.9632, 0, 0, 0.191384, 78.4849, 0.191384, -101.515
1, 2400.00000, 239.99, 89.9559, 0, 0, 0.191334, 78.4777, 0.191334, -101.522
1, 2700.00000, 240.005, 89.9449, 0, 0, 0.191323, 78.4666, 0.191323, -101.533
1, 3000.00000, 239.952, 89.9347, 0, 0, 0.191364, 78.4564, 0.191364, -101.544
1, 3300.00000, 240.068, 89.9356, 0, 0, 0.191273, 78.4573, 0.191273, -101.543
2, 0.00000, 240.117, 89.9594, 0, 0, 0.191234, 78.4809, 0.191234, -101.519
2, 300.00000, 239.934, 89.9971, 0, 0, 0.191379, 78.5186, 0.191379, -101.481
2, 600.00000, 239.902, 89.9876, 0, 0, 0.191404, 78.5093, 0.191404, -101.491
2, 900.00000, 239.953, 89.9872, 0, 0, 0.191364, 78.5089, 0.191364, -101.491
2, 1200.00000, 239.905, 89.9909, 0, 0, 0.191402, 78.5126, 0.191402, -101.487
2, 1500.00000, 239.877, 89.9866, 0, 0, 0.191425, 78.5083, 0.191425, -101.492
2, 1800.00000, 239.487, 89.9872, 0, 0, 0.191733, 78.5088, 0.191733, -101.491
2, 2100.00000, 239.954, 89.9982, 0, 0, 0.191365, 78.5199, 0.191365, -101.48
2, 2400.00000, 239.964, 89.9941, 0, 0, 0.191356, 78.5157, 0.191356, -101.484
2, 2700.00000, 239.997, 89.9765, 0, 0, 0.191329, 78.4983, 0.191329, -101.502
2, 3000.00000, 240.051, 89.986, 0, 0, 0.191287, 78.5077, 0.191287, -101.492
2, 3300.00000, 240.16, 89.9925, 0, 0, 0.191199, 78.5141, 0.191199, -101.486
3, 0.00000, 240.171, 89.9908, 0, 0, 0.191191, 78.5125, 0.191191, -101.488
3, 300.00000, 240.099, 90.0084, 0, 0, 0.191248, 78.5299, 0.191248, -101.47
3, 600.00000, 240.103, 90.0132, 0, 0, 0.191244, 78.5349, 0.191244, -101.465
