hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 300.00000, 239.697, -150.004, 0, 0, 0.20434, -161.482, 0.20434, 18.5175
0, 600.00000, 239.658, -149.956, 0, 0, 0.204373, -161.434, 0.204373, 18.5656
0, 900.00000, 239.42, -149.959, 0, 0, 0.204575, -161.437, 0.204575, 18.5629
0, 1200.00000, 239.455, -149.969, 0, 0, 0.204546, -161.448, 0.204546, 18.5525
0, 1500.00000, 239.54, -149.986, 0, 0, 0.204474, -161.465, 0.204474, 18.5353
0, 1800.00000, 239.467, -149.997, 0, 0, 0.204535, -161.476, 0.204535, 18.5242
0, 2100.00000, 239.494, -149.977, 0, 0, 0.204513, -161.456, 0.204513, 18.5441
0, 2400.00000, 239.347, -149.958, 0, 0, 0.204638, -161.436, 0.204638, 18.5639
0, 2700.00000, 239.386, -150.013, 0, 0, 0.204605, -161.491, 0.204605, 18.5087
0, 3000.00000, 239.461, -149.962, 0, 0, 0.204542, -161.441, 0.204542, 18.5593
0, 3300.00000, 239.403, -149.979, 0, 0, 0.20459, -161.457, 0.20459, 18.5425
1, 0.00000, 239.333, -149.978, 0, 0, 0.20465, -161.456, 0.20465, 18.5441
1, 300.00000, 239.218, -149.995, 0, 0, 0.204748, -161.473, 0.204748, 18.5269
1, 600.00000, 239.378, -149.989, 0, 0, 0.204613, -161.467, 0.204613, 18.533
1, 900.00000, 239.387, -149.998, 0, 0, 0.204604, -161.476, 0.204604, 18.5238
1, 1200.00000, 236.546, -149.959, 0, 0, 0.20706, -161.438, 0.20706, 18.5623
1, 1500.00000, 239.417, -149.992, 0, 0, 0.204594, -161.47, 0.204594, 18.5302
1, 1800.00000, 239.358, -150.008, 0, 0, 0.204628, -161.486, 0.204628, 18.5141
1, 2100.00000, 239.261, -150.016, 0, 0, 0.204712, -161.494, 0.204712, 18.5058
1, 2400.00000, 239.129, -150.025, 0, 0, 0.204824, -161.504, 0.204824, 18.4964
1, 2700.00000, 239.003, -150.023, 0, 0, 0.204932, -161.502, 0.204932, 18.4983
1, 3000.00000, 238.895, -150.013, 0, 0, 0.205025, -161.491, 0.205025, 18.5086
1, 3300.00000, 238.909, -150.024, 0, 0, 0.205013, -161.503, 0.205013, 18.4975
2, 0.00000, 239.183, -150.034, 0, 0, 0.204781, -161.512, 0.204781, 18.4879
2, 300.00000, 239.771, -150.023, 0, 0, 0.204279, -161.502, 0.204279, 18.4985
2, 600.00000, 239.727, -150.016, 0, 0, 0.204314, -161.494, 0.204314, 18.5056
2, 900.00000, 239.694, -150.022, 0, 0, 0.204342, -161.5, 0.204342, 18.4995
2, 1200.00000, 239.698, -150.027, 0, 0, 0.204338, -161.506, 0.204338, 18.4942
2, 1500.00000, 239.669, -150.025, 0, 0, 0.204363, -161.503, 0.204363, 18.497
2, 1800.00000, 239.732, -149.992, 0, 0, 0.204311, -161.471, 0.204311, 18.5292
2, 2100.00000, 239.751, -150.032, 0, 0, 0.204293, -161.51, 0.204293, 18.4899
2, 2400.00000, 239.734, -150.024, 0, 0, 0.204308, -161.502, 0.204308, 18.4977
2, 2700.00000, 239.588, -150.015, 0, 0, 0.204432, -161.493, 0.204432, 18.5067
2, 3000.00000, 239.611, -150.031, 0, 0, 0.204413, -161.51, 0.204413, 18.4905
2, 3300.00000, 239.606, -150.048, 0, 0, 0.204417, -161.526, 0.204417, 18.4742
3, 0.00000, 239.551, -150.049, 0, 0, 0.204464, -161.527, 0.204464, 18.4729
3, 300.00000, 239.731, -150.046, 0, 0, 0.204311, -161.524, 0.204311, 18.4762
3, 600.00000, 239.783, -150.048, 0, 0, 0.204267, -161.527, 0.204267, 18.4734
3, 900.00000, 239.73, -150.028, 0, 0, 0.204311, -161.506, 0.204311, 18.4936
3, 1200.00000, 239.776, -150.005, 0, 0, 0.204272, -161.483, 0.204272, 18.5168
3, 1500.00000, 239.699, -150.008, 0, 0, 0.204337, -161.486, 0.204337, 18.514
3, 1800.00000, 239.799, -150.026, 0, 0, 0.204253, -161.504, 0.204253, 18.4959
3, 2100.00000, 240.004, -150.03, 0, 0, 0.204079, -161.508, 0.204079, 18.4921
3, 2400.00000, 239.84, -150.03, 0, 0, 0.204217, -161.509, 0.204217, 18.4912
3, 2700.00000, 239.817, -150.03, 0, 0, 0.204237, -161.508, 0.204237, 18.492
3, 3000.00000, 239.738, -150.015, 0, 0, 0.204304, -161.493, 0.204304, 18.5068
3, 3300.00000, 239.59, -150.004, 0, 0, 0.20443, -161.483, 0.20443, 18.5172
4, 0.00000, 239.706, -150.007, 0, 0, 0.204332, -161.486, 0.204332, 18.5145
4, 300.00000, 239.991, -150.034, 0, 0, 0.20409, -161.512, 0.20409, 18.4878
4, 600.00000, 239.959, -150.04, 0, 0, 0.204116, -161.518, 0.204116, 18.4818
4, 900.00000, 240.016, -150.039, 0, 0, 0.204068, -161.517, 0.204068, 18.4826
4, 1200.00000, 239.862, -150.04, 0, 0, 0.204198, -161.518, 0.204198, 18.4816
4, 1500.00000, 239.879, -150.012, 0, 0, 0.204184, -161.49, 0.204184, 18.51
4, 1800.00000, 239.89, -150.006, 0, 0, 0.204175, -161.484, 0.204175, 18.5157
4, 2100.00000, 239.953, -150.018, 0, 0, 0.204122, -161.496, 0.204122, 18.5037
4, 2400.00000, 239.889, -150.008, 0, 0, 0.204176, -161.486, 0.204176, 18.5138
4, 2700.00000, 239.883, -150.005, 0, 0, 0.493439, -161.484, 0.493439, 18.5165
4, 3000.00000, 239.959, -150.009, 0, 0, 1.13965, -161.487, 1.13965, 18.5128
4, 3300.00000, 240.033, -149.987, 0, 0, 1.1393, -161.466, 1.1393, 18.5343
5, 0.00000, 239.895, -149.982, 0, 0, 1.16973, -161.461, 1.16973, 18.5394
5, 300.00000, 240.092, -149.986, 0, 0, 0.204004, -161.464, 0.204004, 18.5358
5, 600.00000, 240.085, -149.971, 0, 0, 0.204009, -161.449, 0.204009, 18.5509
5, 900.00000, 240.153, -149.964, 0, 0, 0.203951, -161.442, 0.203951, 18.5579
5, 1200.00000, 240.393, -149.953, 0, 0, 0.203748, -161.432, 0.203748, 18.5684
5, 1500.00000, 240.474, -149.943, 0, 0, 0.203679, -161.421, 0.203679, 18.5789
5, 1800.00000, 240.686, -149.928, 0, 0, 0.2035, -161.406, 0.2035, 18.5939
5, 2100.00000, 240.973, -149.882, 0, 0, 0.203257, -161.36, 0.203257, 18.6399
5, 2400.00000, 241.099, -149.879, 0, 0, 0.203151, -161.358, 0.203151, 18.6424
5, 2700.00000, 240.966, -149.926, 0, 0, 0.203264, -161.404, 0.203264, 18.5962
5, 3000.00000, 241.343, -149.857, 0, 0, 0.202945, -161.336, 0.202945, 18.6641
5, 3300.00000, 241.399, -149.937, 0, 0, 0.202899, -161.415, 0.202899, 18.5848
6, 0.00000, 241.783, -150.035, 0, 0, 0.202576, -161.512, 0.202576, 18.488
6, 300.00000, 242.916, -149.964, 0, 0, 0.201623, -161.443, 0.201623, 18.5573
6, 600.00000, 243.157, -150.033, 0, 0, 0.201432, -161.51, 0.201432, 18.4897
6, 900.00000, 244.52, -149.837, 0, 0, 0.200309, -161.315, 0.200309, 18.6847
6, 1200.00000, 243.533, -149.768, 0, 0, 0.201132, -161.247, 0.201132, 18.7526
6, 1500.00000, 243.247, -149.686, 0, 0, 0.201361, -161.165, 0.201361, 18.835
6, 1800.00000, 243.733, -149.589, 0, 0, 0.200951, -161.068, 0.200951, 18.9324
6, 2100.00000, 243.266, -149.721, 0, 0, 0.201346, -161.199, 0.201346, 18.8013
6, 2400.00000, 243.906, -149.801, 0, 0, 0.200807, -161.278, 0.200807, 18.7224
6, 2700.00000, 245.048, -149.802, 0, 0, 0.19986, -161.279, 0.19986, 18.7206
6, 3000.00000, 244.732, -150.012, 0, 0, 0.200145, -161.487, 0.200145, 18.5129
6, 3300.00000, 243.852, -150.071, 0, 0, 0.200867, -161.548, 0.200867, 18.4517
7, 0.00000, 244.497, -149.889, 0, 0, 0.20032, -161.37, 0.20032, 18.6296
7, 300.00000, 245.145, -149.781, 0, 0, 0.199788, -161.261, 0.199788, 18.739
7, 600.00000, 244.744, -149.94, 0, 0, 0.200135, -161.415, 0.200135, 18.5848
7, 900.00000, 245.909, -149.733, 0, 0, 0.199178, -161.212, 0.199178, 18.7884
7, 1200.00000, 244.044, -149.639, 0, 0, 0.200699, -161.118, 0.200699, 18.8825
7, 1500.00000, 246.691, -149.49, 0, 0, 0.198549, -160.968, 0.198549, 19.0316
7, 1800.00000, 247.755, -149.397, 0, 0, 0.197694, -160.876, 0.197694, 19.1245
7, 2100.00000, 247.272, -149.289, 0, 0, 0.858344, -160.767, 0.858344, 19.2327
7, 2400.00000, 249.201, -149.168, 0, 0, 0.851714, -160.647, 0.851714, 19.3534
7, 2700.00000, 247.065, -149.544, 0, 0, 0.859058, -161.022, 0.859058, 18.978
7, 3000.00000, 242.501, -150.286, 0, 0, 0.875235, -161.764, 0.875235, 18.2357
7, 3300.00000, 245.683, -149.834, 0, 0, 0.199362, -161.313, 0.199362, 18.6874
8, 0.00000, 246.194, -149.382, 0, 0, 0.198947, -160.861, 0.198947, 19.1392
8, 300.00000, 247.323, -149.138, 0, 0, 0.19804, -160.616, 0.19804, 19.3836
