hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 300.00000, 240.128, -29.9989, 0, 0, 0.208222, -41.4772, 0.208222, 138.523
0, 600.00000, 240.098, -30.0079, 0, 0, 0.524446, -41.4862, 0.524446, 138.514
0, 900.00000, 240.134, -30.0016, 0, 0, 0.939102, -41.4799, 0.939102, 138.52
0, 1200.00000, 240.099, -30.0023, 0, 0, 1.04124, -41.4806, 1.04124, 138.519
0, 1500.00000, 240.057, -30.0044, 0, 0, 1.04142, -41.4827, 1.04142, 138.517
0, 1800.00000, 240.055, -30.0025, 0, 0, 1.04143, -41.4809, 1.04143, 138.519
0, 2100.00000, 240.057, -30.0048, 0, 0, 1.10943, -41.4832, 1.10943, 138.517
0, 2400.00000, 240.065, -30.0057, 0, 0, 1.04734, -41.484, 1.04734, 138.516
0, 2700.00000, 239.964, -30.0035, 0, 0, 1.34374, -41.4818, 1.34374, 138.518
0, 3000.00000, 240.008, -30.0096, 0, 0, 1.39451, -41.4879, 1.39451, 138.512
0, 3300.00000, 240.057, -30.0056, 0, 0, 1.34322, -41.484, 1.34322, 138.516
1, 0.00000, 240.079, -30.0056, 0, 0, 1.30994, -41.4839, 1.30994, 138.516
1, 300.00000, 240.121, -29.9996, 0, 0, 0.208228, -41.4779, 0.208228, 138.522
1, 600.00000, 240.127, -30.0028, 0, 0, 0.208223, -41.4812, 0.208223, 138.519
1, 900.00000, 240.109, -30.004, 0, 0, 0.208239, -41.4824, 0.208239, 138.518
1, 1200.00000, 240.248, -29.9764, 0, 0, 0.208119, -41.4547, 0.208119, 138.545
1, 1500.00000, 240.107, -30.0032, 0, 0, 0.208239, -41.4813, 0.208239, 138.519
1, 1800.00000, 240.088, -30.0008, 0, 0, 0.208257, -41.4792, 0.208257, 138.521
1, 2100.00000, 240.081, -29.9983, 0, 0, 0.208263, -41.4767, 0.208263, 138.523
1, 2400.00000, 240.049, -29.9961, 0, 0, 0.973439, -41.4745, 0.973439, 138.526
1, 2700.00000, 240.049, -29.9945, 0, 0, 1.11712, -41.4729, 1.11712, 138.527
1, 3000.00000, 240.038, -29.9953, 0, 0, 1.69191, -41.4737, 1.69191, 138.526
1, 3300.00000, 240.037, -29.9934, 0, 0, 1.69192, -41.4718, 1.69192, 138.528
2, 0.00000, 240.026, -29.9958, 0, 0, 1.23286, -41.4741, 1.23286, 138.526
2, 300.00000, 240.037, -30.0033, 0, 0, 0.783042, -41.4816, 0.783042, 138.518
2, 600.00000, 240.078, -30.0026, 0, 0, 0.208265, -41.481, 0.208265, 138.519
2, 900.00000, 240.072, -30.0018, 0, 0, 0.208271, -41.4801, 0.208271, 138.52
2, 1200.00000, 240.074, -30.0028, 0, 0, 0.208269, -41.4811, 0.208269, 138.519
2, 1500.00000, 240.088, -30.0031, 0, 0, 0.208257, -41.4814, 0.208257, 138.519
2, 1800.00000, 240.095, -30.0108, 0, 0, 0.208251, -41.4891, 0.208251, 138.511
2, 2100.00000, 240.062, -30.0029, 0, 0, 0.20828, -41.4812, 0.20828, 138.519
2, 2400.00000, 240.075, -30.0021, 0, 0, 0.208269, -41.4805, 0.208269, 138.52
2, 2700.00000, 240.102, -29.9988, 0, 0, 0.208245, -41.4772, 0.208245, 138.523
2, 3000.00000, 240.069, -29.9988, 0, 0, 0.361291, -41.4771, 0.361291, 138.523
2, 3300.00000, 240.032, -29.9974, 0, 0, 0.973511, -41.4757, 0.973511, 138.524
3, 0.00000, 240.02, -29.9972, 0, 0, 0.973557, -41.4755, 0.973557, 138.524
3, 300.00000, 239.993, -30.004, 0, 0, 0.973668, -41.4824, 0.973668, 138.518
3, 600.00000, 239.991, -30.0045, 0, 0, 0.973677, -41.4829, 0.973677, 138.517
3, 900.00000, 240.055, -30.0039, 0, 0, 0.361313, -41.4823, 0.361313, 138.518
3, 1200.00000, 240.095, -30.0052, 0, 0, 0.208251, -41.4836, 0.208251, 138.516
3, 1500.00000, 240.088, -30.0037, 0, 0, 0.208257, -41.482, 0.208257, 138.518
3, 1800.00000, 240.038, -30.0061, 0, 0, 0.2083, -41.4844, 0.2083, 138.516
3, 2100.00000, 240.018, -30.0096, 0, 0, 0.208318, -41.4879, 0.208318, 138.512
3, 2400.00000, 240.025, -30.0068, 0, 0, 0.208312, -41.4852, 0.208312, 138.515
3, 2700.00000, 240.034, -30.0056, 0, 0, 0.351991, -41.484, 0.351991, 138.516
3, 3000.00000, 240.056, -30.005, 0, 0, 0.926654, -41.4834, 0.926654, 138.517
3, 3300.00000, 240.068, -30.0047, 0, 0, 0.92661, -41.4831, 0.92661, 138.517
4, 0.00000, 240.06, -30.0043, 0, 0, 1.23268, -41.4826, 1.23268, 138.517
4, 300.00000, 239.998, -30.0063, 0, 0, 1.54848, -41.4846, 1.54848, 138.515
