hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 300.00000, 239.927, -29.981, 0, 0, 0.79701, -41.4593, 0.79701, 138.541
0, 600.00000, 240.055, -30.0274, 0, 0, 0.498187, -41.5054, 0.498187, 138.495
0, 900.00000, 240.148, -30.0032, 0, 0, 0.246447, -41.4817, 0.246447, 138.518
0, 1200.00000, 240.053, -29.9963, 0, 0, 0.567051, -41.4747, 0.567051, 138.525
0, 1500.00000, 239.849, -29.9948, 0, 0, 1.07125, -41.4731, 1.07125, 138.527
0, 1800.00000, 239.759, -29.9868, 0, 0, 1.48959, -41.4652, 1.48959, 138.535
0, 2100.00000, 239.766, -30.0062, 0, 0, 1.61723, -41.4844, 1.61723, 138.516
0, 2400.00000, 239.748, -30.0122, 0, 0, 2.23024, -41.4905, 2.23024, 138.509
0, 2700.00000, 239.535, -29.9857, 0, 0, 2.37022, -41.4642, 2.37022, 138.536
0, 3000.00000, 239.72, -30.0141, 0, 0, 1.94956, -41.4922, 1.94956, 138.508
0, 3300.00000, 239.738, -29.9949, 0, 0, 1.9494, -41.4733, 1.9494, 138.527
1, 0.00000, 239.86, -29.9981, 0, 0, 1.23371, -41.4765, 1.23371, 138.524
1, 300.00000, 239.963, -29.9731, 0, 0, 0.212618, -41.4516, 0.212618, 138.548
1, 600.00000, 239.945, -29.9909, 0, 0, 0.212634, -41.4691, 0.212634, 138.531
1, 900.00000, 239.846, -29.991, 0, 0, 0.212721, -41.4694, 0.212721, 138.531
1, 1200.00000, 240.438, -29.8467, 0, 0, 0.212198, -41.3251, 0.212198, 138.675
1, 1500.00000, 239.786, -29.9887, 0, 0, 0.212768, -41.466, 0.212768, 138.534
1, 1800.00000, 239.716, -29.9773, 0, 0, 0.212837, -41.4557, 0.212837, 138.544
1, 2100.00000, 239.654, -29.9659, 0, 0, 0.212891, -41.4443, 0.212891, 138.556
1, 2400.00000, 239.593, -29.9518, 0, 0, 0.212946, -41.4302, 0.212946, 138.57
1, 2700.00000, 239.674, -29.9453, 0, 0, 0.212874, -41.4237, 0.212874, 138.576
1, 3000.00000, 239.738, -29.945, 0, 0, 0.212818, -41.4233, 0.212818, 138.577
