hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 300.00000, 240.017, 89.9753, 0, 0, 0.195564, 78.4969, 0.195564, -101.503
0, 600.00000, 239.427, 89.9634, 0, 0, 0.196044, 78.4851, 0.196044, -101.515
0, 900.00000, 239.527, 89.9418, 0, 0, 0.195965, 78.4637, 0.195965, -101.536
0, 1200.00000, 239.589, 89.9494, 0, 0, 0.195914, 78.471, 0.195914, -101.529
0, 1500.00000, 239.703, 89.9683, 0, 0, 0.195821, 78.4898, 0.195821, -101.51
0, 1800.00000, 239.742, 89.9674, 0, 0, 0.195789, 78.489, 0.195789, -101.511
0, 2100.00000, 239.524, 89.9686, 0, 0, 0.195966, 78.4903, 0.195966, -101.51
0, 2400.00000, 239.336, 89.954, 0, 0, 0.19612, 78.4757, 0.19612, -101.524
0, 2700.00000, 239.842, 89.9766, 0, 0, 0.195709, 78.4982, 0.195709, -101.502
0, 3000.00000, 239.445, 89.9684, 0, 0, 0.196029, 78.49, 0.196029, -101.51
0, 3300.00000, 239.628, 89.964, 0, 0, 0.195882, 78.4857, 0.195882, -101.514
1, 0.00000, 239.564, 89.9554, 0, 0, 0.195934, 78.4771, 0.195934, -101.523
1, 300.00000, 239.818, 89.9467, 0, 0, 0.195727, 78.4685, 0.195727, -101.532
1, 600.00000, 239.707, 89.957, 0, 0, 0.195817, 78.4786, 0.195817, -101.521
1, 900.00000, 239.686, 89.9628, 0, 0, 0.195835, 78.4844, 0.195835, -101.516
1, 1200.00000, 239.964, 89.7572, 0, 0, 0.195608, 78.2789, 0.195608, -101.721
1, 1500.00000, 239.695, 89.964, 0, 0, 0.195825, 78.4844, 0.195825, -101.516
1, 1800.00000, 239.808, 89.9658, 0, 0, 0.195735, 78.4875, 0.195735, -101.513
1, 2100.00000, 239.927, 89.9632, 0, 0, 0.195638, 78.4849, 0.195638, -101.515
1, 2400.00000, 239.989, 89.956, 0, 0, 0.195587, 78.4777, 0.195587, -101.522
1, 2700.00000, 240.004, 89.9449, 0, 0, 0.195575, 78.4667, 0.195575, -101.533
1, 3000.00000, 239.951, 89.9347, 0, 0, 0.195618, 78.4564, 0.195618, -101.544
1, 3300.00000, 240.067, 89.9356, 0, 0, 0.195524, 78.4573, 0.195524, -101.543
2, 0.00000, 240.116, 89.9594, 0, 0, 0.195484, 78.4809, 0.195484, -101.519
2, 300.00000, 239.933, 89.9972, 0, 0, 0.195632, 78.5186, 0.195632, -101.481
2, 600.00000, 239.901, 89.9876, 0, 0, 0.195659, 78.5093, 0.195659, -101.491
2, 900.00000, 239.952, 89.9872, 0, 0, 0.195617, 78.5089, 0.195617, -101.491
2, 1200.00000, 239.904, 89.991, 0, 0, 0.195656, 78.5126, 0.195656, -101.487
2, 1500.00000, 239.876, 89.9866, 0, 0, 0.195679, 78.5083, 0.195679, -101.492
2, 1800.00000, 239.486, 89.9872, 0, 0, 0.195995, 78.5089, 0.195995, -101.491
2, 2100.00000, 239.953, 89.9983, 0, 0, 0.195618, 78.5199, 0.195618, -101.48
2, 2400.00000, 239.963, 89.9941, 0, 0, 0.195609, 78.5158, 0.195609, -101.484
2, 2700.00000, 239.996, 89.9766, 0, 0, 0.195581, 78.4983, 0.195581, -101.502
2, 3000.00000, 240.05, 89.9861, 0, 0, 0.195538, 78.5077, 0.195538, -101.492
2, 3300.00000, 240.159, 89.9925, 0, 0, 0.195449, 78.5141, 0.195449, -101.486
3, 0.00000, 240.17, 89.9908, 0, 0, 0.19544, 78.5125, 0.19544, -101.488
3, 300.00000, 240.098, 90.0084, 0, 0, 0.195499, 78.53, 0.195499, -101.47
3, 600.00000, 240.102, 90.0133, 0, 0, 0.195495, 78.5349, 0.195495, -101.465
3, 900.00000, 240.013, 89.9962, 0, 0, 0.195567, 78.518, 0.195567, -101.482
3, 1200.00000, 239.875, 89.9884, 0, 0, 0.195679, 78.5101, 0.195679, -101.49
3, 1500.00000, 239.924, 89.9828, 0, 0, 0.19564, 78.5045, 0.19564, -101.495
3, 1800.00000, 239.935, 90.0005, 0, 0, 0.195631, 78.5221, 0.195631, -101.478
3, 2100.00000, 239.882, 90.021, 0, 0, 0.195674, 78.5426, 0.195674, -101.457
3, 2400.00000, 239.941, 90.0094, 0, 0, 0.195627, 78.5312, 0.195627, -101.469
3, 2700.00000, 239.966, 90.0046, 0, 0, 0.195606, 78.5263, 0.195606, -101.474
3, 3000.00000, 239.919, 89.9915, 0, 0, 0.195644, 78.5133, 0.195644, -101.487
3, 3300.00000, 239.875, 89.978, 0, 0, 0.19568, 78.4998, 0.19568, -101.5
