hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 300.00000, 239.718, -150.005, 0, 0, 0.238376, -161.483, 0.238376, 18.5171
0, 600.00000, 239.684, -149.958, 0, 0, 0.23841, -161.436, 0.23841, 18.5639
0, 900.00000, 239.456, -149.96, 0, 0, 0.238634, -161.438, 0.238634, 18.562
0, 1200.00000, 239.486, -149.97, 0, 0, 0.238607, -161.448, 0.238607, 18.5517
0, 1500.00000, 239.592, -149.988, 0, 0, 0.238501, -161.466, 0.238501, 18.5342
0, 1800.00000, 239.521, -149.997, 0, 0, 0.238571, -161.476, 0.238571, 18.5245
0, 2100.00000, 239.563, -149.979, 0, 0, 0.23853, -161.458, 0.23853, 18.5425
0, 2400.00000, 239.418, -149.961, 0, 0, 0.238673, -161.439, 0.238673, 18.5609
0, 2700.00000, 239.478, -150.015, 0, 0, 0.238614, -161.493, 0.238614, 18.5073
0, 3000.00000, 239.534, -149.97, 0, 0, 0.23856, -161.449, 0.23856, 18.5512
0, 3300.00000, 239.474, -149.984, 0, 0, 0.238618, -161.462, 0.238618, 18.5376
1, 0.00000, 239.409, -149.978, 0, 0, 0.238683, -161.457, 0.238683, 18.5431
1, 300.00000, 239.305, -149.995, 0, 0, 0.238786, -161.473, 0.238786, 18.5269
1, 600.00000, 239.444, -149.988, 0, 0, 0.238649, -161.467, 0.238649, 18.5332
1, 900.00000, 239.448, -149.996, 0, 0, 0.238644, -161.474, 0.238644, 18.5256
1, 1200.00000, 237.073, -149.965, 0, 0, 0.241034, -161.443, 0.241034, 18.5569
1, 1500.00000, 239.477, -149.994, 0, 0, 0.238632, -161.472, 0.238632, 18.528
1, 1800.00000, 239.422, -150.009, 0, 0, 0.238669, -161.487, 0.238669, 18.5127
1, 2100.00000, 239.351, -150.018, 0, 0, 0.23874, -161.496, 0.23874, 18.5038
1, 2400.00000, 239.219, -150.027, 0, 0, 0.238872, -161.505, 0.238872, 18.4951
1, 2700.00000, 239.094, -150.025, 0, 0, 0.238996, -161.503, 0.238996, 18.497
1, 3000.00000, 239.004, -150.016, 0, 0, 0.239087, -161.494, 0.239087, 18.5061
1, 3300.00000, 239.011, -150.025, 0, 0, 0.239081, -161.503, 0.239081, 18.4965
2, 0.00000, 239.269, -150.033, 0, 0, 0.238824, -161.511, 0.238824, 18.4886
2, 300.00000, 239.788, -150.022, 0, 0, 0.238308, -161.5, 0.238308, 18.4998
2, 600.00000, 239.742, -150.013, 0, 0, 0.238351, -161.492, 0.238351, 18.5082
2, 900.00000, 239.713, -150.019, 0, 0, 0.23838, -161.497, 0.23838, 18.5028
2, 1200.00000, 239.711, -150.023, 0, 0, 0.238382, -161.501, 0.238382, 18.4991
2, 1500.00000, 239.686, -150.019, 0, 0, 0.238407, -161.497, 0.238407, 18.5026
