hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 300.00000, 239.703, -150.013, 0, 0, 0.22562, -161.491, 0.22562, 18.5087
0, 600.00000, 239.667, -149.966, 0, 0, 0.225653, -161.445, 0.225653, 18.555
0, 900.00000, 239.425, -149.967, 0, 0, 0.374193, -161.446, 0.374193, 18.5543
0, 1200.00000, 239.373, -149.977, 0, 0, 0.967665, -161.455, 0.967665, 18.5446
0, 1500.00000, 239.51, -150, 0, 0, 0.967115, -161.478, 0.967115, 18.5219
0, 1800.00000, 239.444, -150.01, 0, 0, 0.967375, -161.489, 0.967375, 18.5114
0, 2100.00000, 239.493, -149.998, 0, 0, 0.96718, -161.477, 0.96718, 18.5233
0, 2400.00000, 239.422, -149.99, 0, 0, 0.374198, -161.468, 0.374198, 18.5316
0, 2700.00000, 239.564, -150.034, 0, 0, 0.22575, -161.512, 0.22575, 18.4883
0, 3000.00000, 239.549, -149.995, 0, 0, 0.225765, -161.474, 0.225765, 18.5264
0, 3300.00000, 239.479, -150.004, 0, 0, 0.22583, -161.483, 0.22583, 18.5173
1, 0.00000, 239.419, -149.991, 0, 0, 0.225887, -161.469, 0.225887, 18.5306
1, 300.00000, 239.305, -150, 0, 0, 0.225993, -161.478, 0.225993, 18.5219
1, 600.00000, 239.467, -149.995, 0, 0, 0.225842, -161.473, 0.225842, 18.5266
1, 900.00000, 239.43, -150.002, 0, 0, 0.669106, -161.481, 0.669106, 18.5194
1, 1200.00000, 237.522, -149.979, 0, 0, 0.786174, -161.457, 0.786174, 18.5429
1, 1500.00000, 239.441, -150.011, 0, 0, 0.779929, -161.489, 0.779929, 18.5109
1, 1800.00000, 239.386, -150.023, 0, 0, 0.780056, -161.502, 0.780056, 18.4984
1, 2100.00000, 239.385, -150.037, 0, 0, 0.336746, -161.515, 0.336746, 18.4849
1, 2400.00000, 239.209, -150.044, 0, 0, 0.226084, -161.522, 0.226084, 18.4778
1, 2700.00000, 239.089, -150.036, 0, 0, 0.226198, -161.514, 0.226198, 18.4859
1, 3000.00000, 239.005, -150.026, 0, 0, 0.374852, -161.505, 0.374852, 18.4952
1, 3300.00000, 238.953, -150.038, 0, 0, 0.969365, -161.516, 0.969365, 18.4837
2, 0.00000, 239.231, -150.045, 0, 0, 0.968246, -161.524, 0.968246, 18.4762
2, 300.00000, 239.7, -150.035, 0, 0, 0.966354, -161.513, 0.966354, 18.4866
2, 600.00000, 239.643, -150.019, 0, 0, 0.966574, -161.498, 0.966574, 18.5023
2, 900.00000, 239.618, -150.024, 0, 0, 0.484614, -161.502, 0.484614, 18.4976
2, 1200.00000, 239.573, -150.024, 0, 0, 0.779447, -161.502, 0.779447, 18.4979
2, 1500.00000, 239.546, -150.015, 0, 0, 0.779535, -161.494, 0.779535, 18.5063
2, 1800.00000, 239.77, -149.948, 0, 0, 0.778814, -161.427, 0.778814, 18.5733
2, 2100.00000, 239.697, -150.029, 0, 0, 0.66836, -161.508, 0.66836, 18.4924
2, 2400.00000, 239.753, -150.031, 0, 0, 0.225572, -161.51, 0.225572, 18.4903
2, 2700.00000, 239.61, -150.023, 0, 0, 0.225706, -161.501, 0.225706, 18.4989
2, 3000.00000, 239.597, -150.04, 0, 0, 0.225719, -161.519, 0.225719, 18.4814
2, 3300.00000, 239.572, -150.065, 0, 0, 0.225743, -161.544, 0.225743, 18.4563
3, 0.00000, 239.549, -150.066, 0, 0, 0.225764, -161.545, 0.225764, 18.4552
3, 300.00000, 239.761, -150.058, 0, 0, 0.225566, -161.536, 0.225566, 18.464
3, 600.00000, 239.81, -150.06, 0, 0, 0.669749, -161.539, 0.669749, 18.4612
3, 900.00000, 239.688, -150.029, 0, 0, 0.966392, -161.508, 0.966392, 18.4923
3, 1200.00000, 239.693, -150.009, 0, 0, 0.966374, -161.488, 0.966374, 18.5125
3, 1500.00000, 239.602, -150.013, 0, 0, 0.966736, -161.491, 0.966736, 18.5086
3, 1800.00000, 239.711, -150.028, 0, 0, 0.818165, -161.506, 0.818165, 18.4942
3, 2100.00000, 239.989, -150.033, 0, 0, 0.225351, -161.512, 0.225351, 18.4883
3, 2400.00000, 239.884, -150.038, 0, 0, 0.225448, -161.516, 0.225448, 18.4839
3, 2700.00000, 239.787, -150.032, 0, 0, 0.778752, -161.511, 0.778752, 18.4893
3, 3000.00000, 239.715, -150.018, 0, 0, 0.778985, -161.497, 0.778985, 18.5034
3, 3300.00000, 239.568, -150.019, 0, 0, 0.779461, -161.498, 0.779461, 18.5023
4, 0.00000, 239.636, -150.018, 0, 0, 0.779244, -161.497, 0.779244, 18.5033
4, 300.00000, 239.97, -150.038, 0, 0, 0.225369, -161.516, 0.225369, 18.4837
4, 600.00000, 239.977, -150.043, 0, 0, 0.225362, -161.522, 0.225362, 18.4784
4, 900.00000, 240.06, -150.036, 0, 0, 0.225284, -161.514, 0.225284, 18.486
4, 1200.00000, 239.96, -150.037, 0, 0, 0.225378, -161.516, 0.225378, 18.4842
4, 1500.00000, 239.966, -150.024, 0, 0, 0.225372, -161.502, 0.225372, 18.4979
4, 1800.00000, 239.946, -150.025, 0, 0, 0.225391, -161.503, 0.225391, 18.4966
4, 2100.00000, 240.008, -150.032, 0, 0, 0.225333, -161.511, 0.225333, 18.4894
4, 2400.00000, 239.787, -150.01, 0, 0, 0.8179, -161.489, 0.8179, 18.5111
4, 2700.00000, 239.771, -150.003, 0, 0, 0.966057, -161.482, 0.966057, 18.5183
4, 3000.00000, 239.871, -150, 0, 0, 0.965658, -161.479, 0.965658, 18.5213
4, 3300.00000, 239.963, -149.983, 0, 0, 0.965284, -161.461, 0.965284, 18.5391
5, 0.00000, 239.918, -149.981, 0, 0, 1.11177, -161.459, 1.11177, 18.5408
5, 300.00000, 240.163, -149.988, 0, 0, 0.777533, -161.466, 0.777533, 18.5336
5, 600.00000, 240.146, -149.971, 0, 0, 0.777587, -161.449, 0.777587, 18.5511
5, 900.00000, 240.165, -149.963, 0, 0, 0.777528, -161.441, 0.777528, 18.5589
5, 1200.00000, 240.402, -149.953, 0, 0, 0.335324, -161.431, 0.335324, 18.5687
5, 1500.00000, 240.486, -149.937, 0, 0, 0.224885, -161.416, 0.224885, 18.5845
5, 1800.00000, 240.742, -149.927, 0, 0, 0.224646, -161.405, 0.224646, 18.5949
