hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 300.00000, 240.038, 89.9757, 0, 0, 0.195547, 78.4973, 0.195547, -101.503
0, 600.00000, 239.354, 89.9672, 0, 0, 6.35459, 78.4889, 6.35459, -101.511
0, 900.00000, 239.572, 89.943, 0, 0, 0.902972, 78.4648, 0.902972, -101.535
0, 1200.00000, 239.626, 89.9504, 0, 0, 1.15827, 78.4721, 1.15827, -101.528
0, 1500.00000, 239.718, 89.9705, 0, 0, 1.7112, 78.4921, 1.7112, -101.508
0, 1800.00000, 239.757, 89.9691, 0, 0, 1.59601, 78.4908, 1.59601, -101.509
0, 2100.00000, 239.558, 89.9714, 0, 0, 1.80604, 78.4931, 1.80604, -101.507
0, 2400.00000, 239.408, 89.9566, 0, 0, 1.38522, 78.4783, 1.38522, -101.522
0, 2700.00000, 239.842, 89.9814, 0, 0, 1.88902, 78.503, 1.88902, -101.497
0, 3000.00000, 239.501, 89.9732, 0, 0, 1.3804, 78.4948, 1.3804, -101.505
0, 3300.00000, 239.667, 89.9682, 0, 0, 1.24323, 78.4899, 1.24323, -101.51
1, 0.00000, 239.597, 89.9594, 0, 0, 1.26062, 78.481, 1.26062, -101.519
1, 300.00000, 239.855, 89.9499, 0, 0, 0.110611, 78.4716, 0.110611, -101.528
1, 600.00000, 239.749, 89.9589, 0, 0, 0.11066, 78.4805, 0.11066, -101.52
1, 900.00000, 239.725, 89.9636, 0, 0, 0.110671, 78.4853, 0.110671, -101.515
1, 1200.00000, 239.969, 89.7818, 0, 0, 0.110559, 78.3035, 0.110559, -101.696
1, 1500.00000, 239.74, 89.9652, 0, 0, 0.110663, 78.4857, 0.110663, -101.514
1, 1800.00000, 239.848, 89.967, 0, 0, 0.110615, 78.4887, 0.110615, -101.511
1, 2100.00000, 239.961, 89.966, 0, 0, 0.110562, 78.4877, 0.110562, -101.512
1, 2400.00000, 240.019, 89.9589, 0, 0, 0.110536, 78.4806, 0.110536, -101.519
1, 2700.00000, 240.034, 89.9489, 0, 0, 0.110529, 78.4707, 0.110529, -101.529
1, 3000.00000, 239.983, 89.9402, 0, 0, 0.110552, 78.462, 0.110552, -101.538
1, 3300.00000, 240.081, 89.9409, 0, 0, 0.110507, 78.4625, 0.110507, -101.537
2, 0.00000, 240.124, 89.9634, 0, 0, 0.110487, 78.4849, 0.110487, -101.515
2, 300.00000, 239.957, 89.9966, 0, 0, 0.110564, 78.518, 0.110564, -101.482
