hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
0, 300.00000, 239.945, 89.9722, 0, 0, 0.735712, 78.4939, 0.735712, -101.506
0, 600.00000, 239.301, 89.9592, 0, 0, 1.17432, 78.4809, 1.17432, -101.519
0, 900.00000, 239.474, 89.9339, 0, 0, 0.225835, 78.4558, 0.225835, -101.544
0, 1200.00000, 239.524, 89.9434, 0, 0, 0.225788, 78.465, 0.225788, -101.535
0, 1500.00000, 239.642, 89.9562, 0, 0, 0.225677, 78.4777, 0.225677, -101.522
0, 1800.00000, 239.698, 89.9579, 0, 0, 0.225625, 78.4796, 0.225625, -101.52
0, 2100.00000, 239.438, 89.9537, 0, 0, 0.225868, 78.4754, 0.225868, -101.525
0, 2400.00000, 239.195, 89.9372, 0, 0, 0.226097, 78.459, 0.226097, -101.541
0, 2700.00000, 239.814, 89.9545, 0, 0, 0.225517, 78.4761, 0.225517, -101.524
0, 3000.00000, 239.276, 89.9442, 0, 0, 0.226018, 78.4658, 0.226018, -101.534
0, 3300.00000, 239.512, 89.9427, 0, 0, 0.225801, 78.4645, 0.225801, -101.536
1, 0.00000, 239.505, 89.9363, 0, 0, 0.225805, 78.458, 0.225805, -101.542
1, 300.00000, 239.762, 89.9273, 0, 0, 0.225565, 78.4491, 0.225565, -101.551
1, 600.00000, 239.636, 89.9438, 0, 0, 0.225682, 78.4653, 0.225682, -101.535
1, 900.00000, 239.635, 89.9542, 0, 0, 0.225683, 78.4758, 0.225683, -101.524
1, 1200.00000, 240.1, 89.6203, 0, 0, 0.225247, 78.1421, 0.225247, -101.858
1, 1500.00000, 239.582, 89.9533, 0, 0, 0.787925, 78.4732, 0.787925, -101.527
1, 1800.00000, 239.712, 89.9547, 0, 0, 0.787513, 78.4764, 0.787513, -101.524
1, 2100.00000, 239.843, 89.9427, 0, 0, 0.787083, 78.4644, 0.787083, -101.536
1, 2400.00000, 239.926, 89.9346, 0, 0, 0.56225, 78.4564, 0.56225, -101.544
1, 2700.00000, 239.922, 89.9239, 0, 0, 0.922921, 78.4456, 0.922921, -101.554
1, 3000.00000, 239.84, 89.9081, 0, 0, 1.09767, 78.4298, 1.09767, -101.57
1, 3300.00000, 239.992, 89.9123, 0, 0, 1.09698, 78.4339, 1.09698, -101.566
2, 0.00000, 240.11, 89.9404, 0, 0, 0.225237, 78.4618, 0.225237, -101.538
2, 300.00000, 239.884, 89.9978, 0, 0, 0.225448, 78.5192, 0.225448, -101.481
2, 600.00000, 239.877, 89.9908, 0, 0, 0.225455, 78.5125, 0.225455, -101.487
2, 900.00000, 239.934, 89.9906, 0, 0, 0.225402, 78.5122, 0.225402, -101.488
2, 1200.00000, 239.88, 89.999, 0, 0, 0.225453, 78.5207, 0.225453, -101.479
2, 1500.00000, 239.871, 89.9946, 0, 0, 0.225462, 78.5163, 0.225462, -101.484
2, 1800.00000, 239.481, 89.9895, 0, 0, 0.338311, 78.5112, 0.338311, -101.489
2, 2100.00000, 239.904, 90.0035, 0, 0, 0.786887, 78.5251, 0.786887, -101.475
2, 2400.00000, 239.91, 89.9937, 0, 0, 0.786859, 78.5154, 0.786859, -101.485
2, 2700.00000, 239.907, 89.9716, 0, 0, 0.786871, 78.4934, 0.786871, -101.507
2, 3000.00000, 239.985, 89.9841, 0, 0, 0.449858, 78.5057, 0.449858, -101.494
2, 3300.00000, 240.114, 89.9911, 0, 0, 0.225234, 78.5127, 0.225234, -101.487
3, 0.00000, 240.145, 89.984, 0, 0, 0.225204, 78.5057, 0.225204, -101.494
3, 300.00000, 240.099, 89.9994, 0, 0, 0.225247, 78.521, 0.225247, -101.479
3, 600.00000, 240.104, 90.0057, 0, 0, 0.225243, 78.5273, 0.225243, -101.473
3, 900.00000, 239.983, 89.9914, 0, 0, 0.574019, 78.5131, 0.574019, -101.487
3, 1200.00000, 239.769, 89.987, 0, 0, 1.09799, 78.5087, 1.09799, -101.491
3, 1500.00000, 239.819, 89.9797, 0, 0, 1.09777, 78.5014, 1.09777, -101.499
3, 1800.00000, 239.852, 90.0042, 0, 0, 1.02359, 78.5257, 1.02359, -101.474
3, 2100.00000, 239.812, 90.0298, 0, 0, 0.787181, 78.5514, 0.787181, -101.449
3, 2400.00000, 239.894, 90.0107, 0, 0, 0.786914, 78.5325, 0.786914, -101.468
3, 2700.00000, 239.93, 90.007, 0, 0, 0.674518, 78.5287, 0.674518, -101.471
3, 3000.00000, 239.903, 89.9881, 0, 0, 0.225431, 78.5098, 0.225431, -101.49
3, 3300.00000, 239.831, 89.9691, 0, 0, 0.225499, 78.4908, 0.225499, -101.509
4, 0.00000, 239.873, 89.9821, 0, 0, 0.225459, 78.5037, 0.225459, -101.496
4, 300.00000, 240.002, 90.0292, 0, 0, 0.225339, 78.5506, 0.225339, -101.449
4, 600.00000, 240.12, 90.0284, 0, 0, 0.225228, 78.5501, 0.225228, -101.45
4, 900.00000, 240.191, 90.0294, 0, 0, 0.225161, 78.551, 0.225161, -101.449
4, 1200.00000, 240.248, 90.0125, 0, 0, 0.225108, 78.5343, 0.225108, -101.466
4, 1500.00000, 240.126, 89.9952, 0, 0, 0.225222, 78.517, 0.225222, -101.483
4, 1800.00000, 240.072, 89.9967, 0, 0, 0.92234, 78.5184, 0.92234, -101.482
4, 2100.00000, 240.164, 90.0155, 0, 0, 1.09619, 78.5371, 1.09619, -101.463
4, 2400.00000, 240.167, 90.0046, 0, 0, 1.09618, 78.5264, 1.09618, -101.474
4, 2700.00000, 240.287, 90.0002, 0, 0, 0.225071, 78.5219, 0.225071, -101.478
4, 3000.00000, 240.278, 90.0173, 0, 0, 0.225079, 78.5389, 0.225079, -101.461
4, 3300.00000, 240.223, 90.0084, 0, 0, 0.22513, 78.5301, 0.22513, -101.47
5, 0.00000, 240.283, 89.9892, 0, 0, 0.225075, 78.511, 0.225075, -101.489
5, 300.00000, 240.286, 90.0087, 0, 0, 0.225072, 78.5302, 0.225072, -101.47
5, 600.00000, 240.3, 89.9942, 0, 0, 0.225059, 78.516, 0.225059, -101.484
5, 900.00000, 240.345, 89.9971, 0, 0, 0.225017, 78.5187, 0.225017, -101.481
5, 1200.00000, 240.283, 90.0195, 0, 0, 0.225075, 78.541, 0.225075, -101.459
5, 1500.00000, 240.283, 90.0238, 0, 0, 0.225074, 78.5454, 0.225074, -101.455
5, 1800.00000, 240.48, 90.0372, 0, 0, 0.224891, 78.5588, 0.224891, -101.441
5, 2100.00000, 240.72, 90.0395, 0, 0, 0.224666, 78.5611, 0.224666, -101.439
5, 2400.00000, 240.889, 90.0522, 0, 0, 0.57186, 78.5739, 0.57186, -101.426
5, 2700.00000, 240.757, 90.0688, 0, 0, 1.09349, 78.5904, 1.09349, -101.41
5, 3000.00000, 240.247, 90.0927, 0, 0, 1.0958, 78.6141, 1.0958, -101.386
5, 3300.00000, 241.249, 90.1318, 0, 0, 0.571004, 78.6536, 0.571004, -101.346
